Original_Color_Name,User_Color_Name,OD,ppm,Unnamed:_4,Vol_taken(ml),Nix_Device,Note,Date_Saved,Illuminant,Observer,Measurement_Mode,L,a,b,L.1,c,h,X,Y,Z,sRGB_R,sRGB_G,sRGB_B
nan,,0.669,0.8316252,nan,5.0,nan,nan,nan,nan,2.0,nan,20.9618895,-3.72135683,-6.57733056,20.9618895,7.55710089,240.499457,0.029058346,0.032351061,0.035844957,40.0,52.0,60.0
nan,,0.385,0.430958,nan,5.0,nan,nan,nan,nan,2.0,nan,25.8770923,-2.80772549,-3.3507373,25.8770923,4.37158586,230.038925,0.043281896,0.047049562,0.044485973,55.0,63.0,66.0
nan,,0.76,0.960008,nan,5.0,nan,nan,nan,nan,2.0,nan,21.2871521,-3.21259889,-5.85803295,21.2871521,6.6811183,241.259233,0.030142066,0.033212661,0.035603069,42.0,53.0,60.0
nan,,0.665,0.825982,nan,5.0,nan,nan,nan,nan,2.0,nan,22.9896277,-2.5544943,-4.18344657,22.9896277,4.90170035,238.590945,0.034969832,0.037972859,0.037557425,48.0,56.0,61.0
nan,,1.26,1.665408,nan,5.0,nan,nan,nan,nan,2.0,nan,15.6768963,-3.31554784,-8.07870567,15.6768963,8.7326023,247.686468,0.018239032,0.020363569,0.025418701,28.0,41.0,50.0
nan,,0.303,0.3152724,nan,5.0,nan,nan,nan,nan,2.0,nan,27.3455014,-2.58571414,-2.38905171,27.3455014,3.52043828,222.736162,0.048247732,0.05217448,0.047317386,59.0,66.0,68.0
nan,,0.87,1.115196,nan,5.0,nan,nan,nan,nan,2.0,nan,29.7112193,-1.73041447,-1.04911002,29.7112193,2.02360225,211.227458,0.057461578,0.061191972,0.052539728,67.0,71.0,72.0
nan,,0.179,0.1403332,nan,5.0,nan,nan,nan,nan,2.0,nan,30.1848136,-1.62452543,-0.533598916,30.1848136,1.7099154,198.183515,0.059377785,0.063113697,0.053136101,68.0,72.0,72.0
nan,,0.24,0.226392,nan,5.0,nan,nan,nan,nan,2.0,nan,28.5314019,-2.23087681,-1.43768548,28.5314019,2.65400657,212.7997,0.052670799,0.056575075,0.049358359,63.0,68.0,69.0
nan,,0.248,0.2376784,nan,5.0,nan,nan,nan,nan,2.0,nan,28.6876031,-2.17768174,-1.23120674,28.6876031,2.50163302,209.482731,0.053278197,0.057172504,0.049477409,63.0,69.0,69.0
nan,,0.731,0.9190948,nan,5.0,nan,nan,nan,nan,2.0,nan,19.7981723,-3.93019669,-7.040259,19.7981723,8.06298287,240.827734,0.026228255,0.02939061,0.033535571,37.0,50.0,58.0
nan,,0.351,0.3829908,nan,5.0,nan,nan,nan,nan,2.0,nan,26.6840217,-2.58329133,-2.53426124,26.6840217,3.6188222,224.451079,0.046044188,0.0498221,0.045509024,57.0,64.0,67.0
nan,,0.374,0.4154392,nan,5.0,nan,nan,nan,nan,2.0,nan,25.9824005,-3.0197159,-3.06686975,25.9824005,4.30399514,225.443872,0.043458915,0.047405402,0.044305509,55.0,63.0,66.0
nan,,0.574,0.6975992,nan,5.0,nan,nan,nan,nan,2.0,nan,23.413035,-3.01554053,-4.43492119,23.413035,5.36302253,235.786117,0.035841577,0.039223439,0.039127488,48.0,57.0,62.0
nan,,1.205,1.587814,nan,5.0,nan,nan,nan,nan,2.0,nan,15.845592,-3.30329114,-7.72866131,15.845592,8.40499482,246.857752,0.018544403,0.020690644,0.025346775,29.0,41.0,50.0
nan,,0.849,1.0855692,nan,5.0,nan,nan,nan,nan,2.0,nan,18.7034002,-3.74472008,-7.23868672,18.7034002,8.14993951,242.646554,0.023926891,0.026775779,0.031124393,35.0,47.0,56.0
nan,,0.156,0.1078848,nan,5.0,nan,nan,nan,nan,2.0,nan,30.1733441,-1.67863387,0.192076781,30.1733441,1.68958728,173.472351,0.059284417,0.063066687,0.051667468,68.0,72.0,71.0
nan,,1.091,1.4269828,nan,2.0,nan,nan,nan,nan,2.0,nan,16.7760216,-3.54291447,-7.12535197,16.7760216,7.95756769,243.562214,0.020154894,0.022557696,0.026581389,31.0,43.0,51.0
nan,,0.969,1.2548652,nan,2.0,nan,nan,nan,nan,2.0,nan,18.6321589,-3.32277449,-5.86144864,18.6321589,6.73776005,240.451697,0.023983474,0.026611217,0.029082459,36.0,47.0,54.0
nan,,1.296,1.7161968,nan,2.0,nan,nan,nan,nan,2.0,nan,14.302289,-3.72313155,-8.3196091,14.302289,9.11469166,245.890873,0.015759782,0.017825936,0.022915971,24.0,38.0,48.0
nan,,1.711,2.3016788,nan,2.0,nan,nan,nan,nan,2.0,nan,9.30968766,-3.61716188,-11.3243127,9.30968766,11.8879737,252.285708,0.009051718,0.010386911,0.017125967,10.0,28.0,41.0
nan,,1.391,1.8502228,nan,2.0,nan,nan,nan,nan,2.0,nan,13.447408,-3.69782018,-8.66227602,13.447408,9.41854022,246.882954,0.014435189,0.016359396,0.021655695,22.0,36.0,46.0
nan,,1.425,1.89819,nan,2.0,nan,nan,nan,nan,2.0,nan,11.4580114,-3.87803303,-10.2720088,11.4580114,10.9796769,249.316771,0.011571865,0.013262741,0.01972628,16.0,32.0,44.0
nan,,1.285,1.700678,nan,2.0,nan,nan,nan,nan,2.0,nan,13.6568366,-3.94150529,-8.85666381,13.6568366,9.69411976,246.009371,0.014668023,0.016710926,0.022268575,22.0,37.0,47.0
nan,,1.45,1.93346,nan,2.0,nan,nan,nan,nan,2.0,nan,12.2043935,-3.66898225,-9.18632795,12.2043935,9.89191852,248.228432,0.0126423,0.014373957,0.019933654,19.0,34.0,44.0
nan,,1.046,1.3634968,nan,2.0,nan,nan,nan,nan,2.0,nan,18.2923195,-2.82190249,-5.38030925,18.2923195,6.07543096,242.323572,0.023511409,0.025835485,0.027685642,37.0,46.0,52.0
nan,,0.798,1.0136184,nan,2.0,nan,nan,nan,nan,2.0,nan,20.3412465,-3.51010862,-5.41352807,20.3412465,6.45191047,237.040796,0.027699642,0.03074861,0.032535539,40.0,51.0,57.0
nan,,1.782,2.4018456,nan,2.0,nan,nan,nan,nan,2.0,nan,8.37883791,-3.37671283,-11.7401037,8.37883791,12.2160642,253.953597,0.008107722,0.009282502,0.016038258,8.0,26.0,40.0
nan,,1.423,1.8953684,nan,2.0,nan,nan,nan,nan,2.0,nan,13.5213406,-3.860779,-8.86813208,13.5213406,9.6720929,246.473895,0.01448998,0.016482924,0.022022102,22.0,37.0,47.0
nan,,2.188,2.9746304,nan,2.0,nan,nan,nan,nan,2.0,nan,4.66551378,-1.46453067,-12.1827501,4.66551378,12.2704625,263.14517,0.004617497,0.005164987,0.011274856,2.0,17.0,33.0
nan,,1.076,1.4058208,nan,2.0,nan,nan,nan,nan,2.0,nan,16.883635,-3.54626601,-7.0886557,16.883635,7.92622497,243.422418,0.02035773,0.022780617,0.026768347,31.0,43.0,52.0
nan,,1.312,1.7387696,nan,2.0,nan,nan,nan,nan,2.0,nan,13.8684985,-3.74628961,-8.38639691,13.8684985,9.18511508,245.929194,0.015064939,0.017071285,0.022151479,23.0,37.0,47.0
nan,,1.106,1.4481448,nan,2.0,nan,nan,nan,nan,2.0,nan,16.2305072,-3.75491418,-7.43509366,16.2305072,8.32946567,243.205046,0.019050397,0.021450008,0.025798721,29.0,42.0,51.0
nan,,1.332,1.7669856,nan,2.0,nan,nan,nan,nan,2.0,nan,13.1282181,-3.86069596,-9.26609956,13.1282181,10.0382057,247.381077,0.013901186,0.015833167,0.021714224,21.0,36.0,47.0
nan,,0.904,1.1631632,nan,2.0,nan,nan,nan,nan,2.0,nan,19.0123201,-3.44757637,-5.88286023,19.0123201,6.81863823,239.6281,0.024737507,0.027497215,0.029992391,37.0,48.0,55.0
nan,,1.264,1.6710512,nan,2.0,nan,nan,nan,nan,2.0,nan,13.9625011,-3.74454876,-8.29600627,13.9625011,9.10194295,245.707124,0.015212549,0.017232974,0.022231122,24.0,37.0,47.0
nan,,0.965,1.249222,nan,2.0,nan,nan,nan,nan,2.0,nan,18.0104261,-3.64349207,-6.34617481,18.0104261,7.31771612,240.138827,0.022534479,0.025203581,0.028308096,34.0,46.0,53.0
nan,0.0,0.091,0.0143392,nan,,nan,nan,nan,nan,2.0,nan,30.3643676,-1.66318689,-0.044057021,30.3643676,1.66377031,181.517383,0.06004361,0.063852669,0.05277903,69.0,72.0,71.0
nan,0.2,0.232,0.2020384,nan,,nan,nan,nan,nan,2.0,nan,27.7738818,-2.30462855,-1.92082559,27.7738818,3.00014728,219.809999,0.049938484,0.053736727,0.047816759,61.0,67.0,68.0
nan,0.4,0.366,0.3804192,nan,,nan,nan,nan,nan,2.0,nan,25.2139752,-2.8365543,-3.5698681,25.2139752,4.55960509,231.529965,0.041206348,0.044849701,0.042873377,53.0,61.0,65.0
nan,0.6,0.527,0.5947424,nan,,nan,nan,nan,nan,2.0,nan,23.7797577,-2.70464404,-4.14105007,23.7797577,4.94604843,236.850242,0.037074333,0.040328534,0.03967881,50.0,58.0,63.0
nan,0.8,0.677,0.7944224,nan,,nan,nan,nan,nan,2.0,nan,20.2957586,-3.4796916,-6.67317662,20.2957586,7.52592451,242.460457,0.027609847,0.030633292,0.03425885,39.0,51.0,59.0
nan,1.0,0.837,1.0074144,nan,,nan,nan,nan,nan,2.0,nan,19.1335498,-3.41157161,-6.96230973,19.1335498,7.75323014,243.894882,0.025019659,0.027783831,0.0317766,36.0,48.0,56.0
nan,1.4,1.148,1.4214176,nan,,nan,nan,nan,nan,2.0,nan,16.8328341,-3.16739711,-7.81341396,16.8328341,8.43100481,247.93338,0.020428478,0.022675201,0.027578588,31.0,43.0,53.0
nan,1.6,1.271,1.5851552,nan,,nan,nan,nan,nan,2.0,nan,15.5492858,-3.17374535,-8.32469503,15.5492858,8.90916421,249.13092,0.018071872,0.020118455,0.025450303,28.0,41.0,50.0
nan,,0.326,0.3271712,nan,6.0,nan,nan,nan,nan,2.0,nan,25.6155896,-2.829827,-2.96700625,25.6155896,4.10012767,226.355624,0.04244753,0.046173648,0.043027945,54.0,62.0,65.0
nan,,0.371,0.3870752,nan,6.0,nan,nan,nan,nan,2.0,nan,24.4385328,-3.30682229,-2.16061139,24.4385328,3.95010319,213.159796,0.038568532,0.042365487,0.038312362,51.0,60.0,61.0
nan,,0.228,0.1967136,nan,6.0,nan,nan,nan,nan,2.0,nan,27.3106014,-2.44596807,-1.32807345,27.3106014,2.78326048,208.500383,0.048239338,0.052048555,0.045283647,60.0,66.0,66.0
nan,,0.216,0.1807392,nan,6.0,nan,nan,nan,nan,2.0,nan,27.4091234,-2.47730143,-1.03762026,27.4091234,2.68582914,202.726423,0.048548958,0.05240456,0.045068442,60.0,66.0,66.0
nan,,0.156,0.1008672,nan,6.0,nan,nan,nan,nan,2.0,nan,28.6177134,-2.23491764,-0.228445018,28.6177134,2.24656271,185.836293,0.052977892,0.056904677,0.047377899,64.0,69.0,68.0
nan,,0.656,0.7664672,nan,6.0,nan,nan,nan,nan,2.0,nan,19.8650534,-3.90624262,-6.80999777,19.8650534,7.85078347,240.161241,0.026391976,0.029555648,0.033367667,37.0,50.0,58.0
nan,,0.327,0.3285024,nan,6.0,nan,nan,nan,nan,2.0,nan,25.2317825,-3.07448831,-1.59561994,25.2317825,3.46388241,207.428733,0.041092474,0.04490786,0.039610205,54.0,61.0,62.0
nan,,0.224,0.1913888,nan,6.0,nan,nan,nan,nan,2.0,nan,27.4602223,-2.33652456,-1.64023269,27.4602223,2.85476974,215.068731,0.048834316,0.052589842,0.046310399,60.0,66.0,67.0
nan,,0.713,0.8423456,nan,6.0,nan,nan,nan,nan,2.0,nan,18.846914,-4.22268002,-6.72989139,18.846914,7.94496474,237.893725,0.023996177,0.027109344,0.030761965,34.0,48.0,55.0
nan,,0.146,0.0875552,nan,6.0,nan,nan,nan,nan,2.0,nan,29.1185791,-1.94417266,-0.949392225,29.1185791,2.16359722,206.027511,0.055052623,0.058842657,0.05035719,65.0,70.0,70.0
nan,,0.21,0.172752,nan,0.5,nan,nan,nan,nan,2.0,nan,27.8862592,-2.2169829,-1.71512498,27.8862592,2.80297465,217.72662,0.050399716,0.054151654,0.04779462,61.0,67.0,68.0
nan,,0.383,0.4030496,nan,0.5,nan,nan,nan,nan,2.0,nan,24.8373405,-2.95696709,-3.72600518,24.8373405,4.75676035,231.564396,0.039985431,0.043631323,0.042028909,52.0,60.0,64.0
nan,,0.18,0.132816,nan,0.5,nan,nan,nan,nan,2.0,nan,28.442818,-2.11086191,-1.23154591,28.442818,2.44385829,210.260686,0.052453038,0.056238121,0.048682074,63.0,68.0,69.0
nan,,0.151,0.0942112,nan,0.5,nan,nan,nan,nan,2.0,nan,28.8407529,-1.99914951,-0.899621553,28.8407529,2.19224034,204.227847,0.053985176,0.057762332,0.049349461,64.0,69.0,69.0
nan,,0.184,0.1381408,nan,0.5,nan,nan,nan,nan,2.0,nan,28.2863423,-2.11240037,-1.32620385,28.2863423,2.49420367,212.121359,0.051893553,0.055646195,0.048354303,62.0,68.0,69.0
nan,,0.902,1.0939424,nan,0.5,nan,nan,nan,nan,2.0,nan,19.1641844,-3.1990209,-6.20077167,19.1641844,6.97734219,242.710479,0.0251948,0.027856573,0.030786695,37.0,48.0,55.0
nan,,0.926,1.1258912,nan,0.5,nan,nan,nan,nan,2.0,nan,17.7453054,-3.58616313,-7.51559077,17.7453054,8.32734476,244.491242,0.022025059,0.024618757,0.029249209,33.0,45.0,54.0
nan,0.0,0.102,0.0216476,nan,,nan,nan,nan,nan,2.0,nan,31.599597,-1.15774137,0.358538503,31.599597,1.21198801,162.792879,0.065499689,0.069093288,0.056272454,73.0,75.0,74.0
nan,0.2,0.218,0.1937684,nan,,nan,nan,nan,nan,2.0,nan,29.2942863,-1.6304499,-1.66200061,29.2942863,2.32822097,225.549034,0.055976536,0.059532798,0.052330877,65.0,70.0,72.0
nan,0.4,0.366,0.4133708,nan,,nan,nan,nan,nan,2.0,nan,26.1072421,-2.57294215,-3.4061287,26.1072421,4.26869349,232.933109,0.044184546,0.047829564,0.045289543,56.0,63.0,67.0
nan,0.6,0.461,0.5543318,nan,,nan,nan,nan,nan,2.0,nan,24.8169573,-2.36692034,-3.62871865,24.8169573,4.33242552,236.884618,0.040334521,0.043566023,0.041804078,53.0,60.0,64.0
nan,0.8,0.639,0.8184482,nan,,nan,nan,nan,nan,2.0,nan,21.8481897,-3.13319651,-5.73604018,21.8481897,6.53598327,241.355315,0.03159885,0.034734525,0.036905771,44.0,54.0,61.0
nan,1.0,0.761,0.9994718,nan,,nan,nan,nan,nan,2.0,nan,21.0045113,-2.82400988,-5.88734585,21.0045113,6.52961507,244.374152,0.029668241,0.032463105,0.034910233,42.0,52.0,59.0
nan,1.2,0.924,1.2413312,nan,,nan,nan,nan,nan,2.0,nan,18.670663,-3.16236961,-7.25107148,18.670663,7.9106649,246.436807,0.024144725,0.026700074,0.031063098,36.0,47.0,56.0
nan,1.4,0.979,1.3229402,nan,,nan,nan,nan,nan,2.0,nan,18.713443,-2.65918609,-6.57408486,18.713443,7.09153456,247.976902,0.024486799,0.026799032,0.030231954,37.0,47.0,55.0
nan,1.6,1.189,1.6345382,nan,,nan,nan,nan,nan,2.0,nan,16.3692082,-3.17727011,-8.32819356,16.3692082,8.9136891,249.117761,0.019551743,0.021728126,0.027214724,30.0,42.0,52.0
nan,,1.032,1.4015816,nan,1.0,nan,nan,nan,nan,2.0,nan,17.2233152,-3.51738057,-7.40255397,17.2233152,8.19571665,244.58491,0.021024711,0.02349389,0.027916936,32.0,44.0,53.0
nan,,1.011,1.3704218,nan,1.0,nan,nan,nan,nan,2.0,nan,17.6138732,-3.43397184,-7.19386422,17.6138732,7.97143933,244.482649,0.021832648,0.024332218,0.028522929,33.0,45.0,53.0
nan,,1.033,1.4030654,nan,1.0,nan,nan,nan,nan,2.0,nan,17.5803798,-3.34126797,-7.16649989,17.5803798,7.90713553,245.003453,0.021808734,0.024259556,0.028411286,33.0,45.0,53.0
nan,,1.007,1.3644866,nan,1.0,nan,nan,nan,nan,2.0,nan,18.0628162,-3.24089335,-6.73413583,18.0628162,7.4734179,244.300189,0.02283297,0.025320232,0.028937751,35.0,46.0,54.0
nan,,1.067,1.4535146,nan,1.0,nan,nan,nan,nan,2.0,nan,16.9853343,-3.5567983,-7.66630628,16.9853343,8.45121685,245.110962,0.02054739,0.022992633,0.027727606,31.0,44.0,53.0
nan,,1.079,1.4713202,nan,1.0,nan,nan,nan,nan,2.0,nan,17.3589404,-3.19473701,-7.01682534,17.3589404,7.70987565,245.520385,0.02143703,0.023782789,0.027720733,33.0,44.0,53.0
nan,,1.125,1.539575,nan,1.0,nan,nan,nan,nan,2.0,nan,16.953478,-3.26141862,-7.29034867,16.953478,7.986616,245.898114,0.020617759,0.02292608,0.027175939,32.0,43.0,52.0
nan,,1.067,1.4535146,nan,1.0,nan,nan,nan,nan,2.0,nan,16.8891545,-3.41437621,-7.51410067,16.8891545,8.25346435,245.563149,0.020426609,0.022792091,0.027319708,31.0,43.0,52.0
nan,,1.05,1.42829,nan,1.0,nan,nan,nan,nan,2.0,nan,17.3890378,-3.30103599,-7.13774825,17.3890378,7.86411398,245.1806,0.02144775,0.023847219,0.027944035,33.0,44.0,53.0
nan,,1.096,1.4965448,nan,1.0,nan,nan,nan,nan,2.0,nan,16.2780796,-3.69335058,-8.10447146,16.2780796,8.90636268,245.500409,0.019163348,0.021545129,0.026732802,29.0,42.0,52.0
nan,,1.063,1.4475794,nan,1.0,nan,nan,nan,nan,2.0,nan,16.9726398,-3.46083871,-7.58076824,16.9726398,8.33339376,245.461939,0.020565734,0.022966097,0.027589375,31.0,44.0,53.0
nan,,1.023,1.3882274,nan,1.0,nan,nan,nan,nan,2.0,nan,17.8457169,-3.22293383,-6.68377654,17.8457169,7.42025412,244.256518,0.022397899,0.024839176,0.028378227,34.0,45.0,53.0
nan,,1.078,1.4698364,nan,1.0,nan,nan,nan,nan,2.0,nan,17.0397645,-3.56056964,-7.68494809,17.0397645,8.46971565,245.140893,0.020650211,0.023106643,0.027872844,31.0,44.0,53.0
nan,,1.011,1.3704218,nan,1.0,nan,nan,nan,nan,2.0,nan,17.2775079,-3.52021262,-7.5190172,17.2775079,8.30225973,244.912202,0.021129079,0.023609045,0.028189589,32.0,44.0,53.0
nan,,1.027,1.3941626,nan,1.0,nan,nan,nan,nan,2.0,nan,17.1270021,-3.58861113,-7.63977868,17.1270021,8.44063672,244.839283,0.020805857,0.023290158,0.028009183,31.0,44.0,53.0
nan,,1.038,1.4104844,nan,1.0,nan,nan,nan,nan,2.0,nan,17.2533638,-3.50329341,-7.3159343,17.2533638,8.11147085,244.412199,0.021089622,0.023557695,0.027871888,32.0,44.0,53.0
nan,,1.128,1.5440264,nan,1.0,nan,nan,nan,nan,2.0,nan,15.9747501,-3.43038575,-8.03544922,15.9747501,8.73704701,246.882048,0.018723393,0.020943415,0.02599502,29.0,42.0,51.0
nan,,1.024,1.3897112,nan,1.0,nan,nan,nan,nan,2.0,nan,17.2121211,-3.36605027,-7.22678224,17.2121211,7.97224409,245.025101,0.02107129,0.02347015,0.027665125,32.0,44.0,53.0
nan,,1.104,1.5084152,nan,1.0,nan,nan,nan,nan,2.0,nan,16.2434977,-3.37001066,-7.71968411,16.2434977,8.42321166,246.416433,0.019237422,0.021475954,0.026177669,30.0,42.0,51.0
nan,,1.043,1.4179034,nan,1.0,nan,nan,nan,nan,2.0,nan,16.7970191,-3.67152996,-7.84946295,16.7970191,8.66569102,244.932495,0.020138169,0.022601078,0.027545593,30.0,43.0,53.0
nan,,1.181,1.6226678,nan,1.0,nan,nan,nan,nan,2.0,nan,15.7181275,-3.54051721,-7.95151693,15.7181275,8.70413026,245.998354,0.018219633,0.02044319,0.025350526,28.0,41.0,50.0
nan,,1.103,1.5069314,nan,1.0,nan,nan,nan,nan,2.0,nan,16.4297133,-3.4672555,-7.8745286,16.4297133,8.60407237,246.235494,0.019539189,0.021850197,0.026772438,30.0,42.0,52.0
nan,,1.138,1.5588644,nan,1.0,nan,nan,nan,nan,2.0,nan,15.3565901,-3.65375137,-8.39630599,15.3565901,9.15684735,246.483166,0.017542144,0.019752066,0.025134356,27.0,40.0,50.0
nan,,1.078,1.4698364,nan,1.0,nan,nan,nan,nan,2.0,nan,16.6697009,-3.47666626,-7.56504959,16.6697009,8.32569418,245.31793,0.019983283,0.022338886,0.026903971,30.0,43.0,52.0
nan,,0.865,1.153787,nan,1.0,nan,nan,nan,nan,2.0,nan,19.3516757,-3.3674771,-6.36179209,19.3516757,7.19807617,242.106461,0.025522086,0.028304537,0.031460854,37.0,49.0,56.0
nan,0.0,0.08,0.0,nan,,nan,nan,nan,nan,2.0,nan,32.0,-1.05,0.564,32.0,1.2,152.0,0.0674,0.071,0.0574,74.0,76.0,74.0
nan,0.2,0.226,0.2027282,nan,,nan,nan,nan,nan,2.0,nan,29.1,-1.72,-2.07,29.1,2.69,230.0,0.0553,0.0589,0.0526,65.0,70.0,72.0
nan,0.4,0.369,0.4094633,nan,,nan,nan,nan,nan,2.0,nan,26.7,-2.21,-2.84,26.7,3.6,232.0,0.0464,0.0499,0.0461,58.0,64.0,67.0
nan,0.6,0.503,0.6031871,nan,,nan,nan,nan,nan,2.0,nan,24.1,-2.82,-4.67,24.1,5.46,239.0,0.0378,0.0412,0.0414,50.0,59.0,64.0
nan,0.8,0.633,0.7911281,nan,,nan,nan,nan,nan,2.0,nan,22.0,-3.18,-5.9,22.0,6.7,242.0,0.032,0.0352,0.0376,44.0,54.0,61.0
nan,1.0,0.784,1.0094288,nan,,nan,nan,nan,nan,2.0,nan,20.2,-3.23,-6.94,20.2,7.66,245.0,0.0274,0.0303,0.0343,39.0,50.0,59.0
nan,1.2,0.909,1.1901413,nan,,nan,nan,nan,nan,2.0,nan,19.5,-3.05,-6.93,19.5,7.57,246.0,0.0259,0.0286,0.0325,38.0,49.0,57.0
nan,1.4,1.056,1.4026592,nan,,nan,nan,nan,nan,2.0,nan,17.6,-3.15,-7.87,17.6,8.47,248.0,0.0219,0.0242,0.0293,33.0,45.0,54.0
nan,1.6,1.192,1.5992744,nan,,nan,nan,nan,nan,2.0,nan,15.8,-3.12,-8.5,15.8,9.06,250.0,0.0186,0.0206,0.0262,28.0,41.0,51.0
nan,,0.819,1.0600283,nan,1.0,nan,nan,nan,nan,2.0,nan,19.6,-3.41,-7.22,19.6,7.98,245.0,0.026,0.0288,0.0332,37.0,49.0,58.0
nan,,0.83,1.075931,nan,1.0,nan,nan,nan,nan,2.0,nan,19.9,-3.34,-6.27,19.9,7.11,242.0,0.0268,0.0297,0.0327,39.0,50.0,57.0
nan,,0.778,1.0007546,nan,1.0,nan,nan,nan,nan,2.0,nan,20.4,-3.46,-6.24,20.4,7.14,241.0,0.0279,0.0309,0.0339,39.0,51.0,58.0
nan,,0.826,1.0701482,nan,1.0,nan,nan,nan,nan,2.0,nan,19.5,-3.43,-6.49,19.5,7.34,242.0,0.0259,0.0288,0.0321,37.0,49.0,57.0
nan,,0.852,1.1077364,nan,1.0,nan,nan,nan,nan,2.0,nan,19.2,-3.54,-6.95,19.2,7.8,243.0,0.0252,0.028,0.032,36.0,49.0,57.0
nan,,0.965,1.2711005,nan,1.0,nan,nan,nan,nan,2.0,nan,19.0,-3.24,-6.61,19.0,7.37,244.0,0.0247,0.0274,0.0309,37.0,48.0,56.0
nan,,0.988,1.3043516,nan,1.0,nan,nan,nan,nan,2.0,nan,17.6,-3.71,-7.71,17.6,8.55,244.0,0.0216,0.0242,0.0291,32.0,45.0,54.0
nan,,0.936,1.2291752,nan,1.0,nan,nan,nan,nan,2.0,nan,19.2,-3.28,-6.57,19.2,7.35,243.0,0.0253,0.028,0.0314,37.0,48.0,56.0
nan,,0.846,1.0990622,nan,1.0,nan,nan,nan,nan,2.0,nan,20.0,-3.25,-6.21,20.0,7.01,242.0,0.0271,0.0299,0.0329,39.0,50.0,57.0
nan,,0.909,1.1901413,nan,1.0,nan,nan,nan,nan,2.0,nan,18.7,-3.54,-7.2,18.7,8.02,244.0,0.024,0.0267,0.031,35.0,47.0,56.0
nan,,0.803,1.0368971,nan,1.0,nan,nan,nan,nan,2.0,nan,20.6,-3.27,-5.42,20.6,6.33,239.0,0.0285,0.0315,0.0332,41.0,51.0,57.0
nan,,0.826,1.0701482,nan,1.0,nan,nan,nan,nan,2.0,nan,20.0,-3.38,-5.79,20.0,6.7,240.0,0.027,0.0299,0.0323,39.0,50.0,57.0
nan,,0.795,1.0253315,nan,1.0,nan,nan,nan,nan,2.0,nan,20.2,-3.59,-5.73,20.2,6.76,238.0,0.0273,0.0303,0.0326,39.0,50.0,57.0
nan,,0.738,0.9429266,nan,1.0,nan,nan,nan,nan,2.0,nan,21.7,-3.0,-4.7,21.7,5.57,237.0,0.0313,0.0343,0.0349,44.0,54.0,59.0
nan,,0.781,1.0050917,nan,1.0,nan,nan,nan,nan,2.0,nan,21.1,-3.36,-5.4,21.1,6.36,238.0,0.0297,0.0328,0.0345,42.0,52.0,59.0
nan,,0.863,1.1236391,nan,1.0,nan,nan,nan,nan,2.0,nan,20.2,-3.14,-5.17,20.2,6.05,239.0,0.0276,0.0304,0.0319,40.0,50.0,56.0
nan,,0.908,1.1886956,nan,1.0,nan,nan,nan,nan,2.0,nan,18.7,-3.84,-6.76,18.7,7.78,240.0,0.0238,0.0267,0.0303,35.0,47.0,55.0
nan,,0.914,1.1973698,nan,1.0,nan,nan,nan,nan,2.0,nan,18.8,-3.48,-6.25,18.8,7.16,241.0,0.0242,0.027,0.0299,36.0,47.0,55.0
nan,,0.877,1.1438789,nan,1.0,nan,nan,nan,nan,2.0,nan,19.5,-3.37,-5.92,19.5,6.81,240.0,0.0258,0.0286,0.0311,38.0,49.0,56.0
nan,,0.873,1.1380961,nan,1.0,nan,nan,nan,nan,2.0,nan,19.9,-3.37,-5.84,19.9,6.75,240.0,0.0267,0.0295,0.032,39.0,50.0,56.0
nan,,0.846,1.0990622,nan,1.0,nan,nan,nan,nan,2.0,nan,20.2,-2.94,-5.66,20.2,6.38,243.0,0.0276,0.0303,0.0325,40.0,50.0,57.0
nan,,0.825,1.0687025,nan,1.0,nan,nan,nan,nan,2.0,nan,19.7,-3.41,-6.49,19.7,7.33,242.0,0.0264,0.0293,0.0326,38.0,50.0,57.0
nan,,0.816,1.0556912,nan,1.0,nan,nan,nan,nan,2.0,nan,20.2,-3.34,-6.27,20.2,7.1,242.0,0.0275,0.0304,0.0334,39.0,50.0,58.0
nan,,0.69,0.873533,nan,1.0,nan,nan,nan,nan,2.0,nan,21.9,-3.0,-4.94,21.9,5.78,239.0,0.0318,0.0348,0.0358,44.0,54.0,60.0
nan,,0.755,0.9675035,nan,1.0,nan,nan,nan,nan,2.0,nan,20.5,-3.42,-6.15,20.5,7.04,241.0,0.0281,0.0312,0.034,40.0,51.0,58.0
nan,,0.675,0.8518475,nan,1.0,nan,nan,nan,nan,2.0,nan,21.8,-3.2,-5.28,21.8,6.17,239.0,0.0315,0.0347,0.0361,44.0,54.0,60.0
nan,,0.758,0.9718406,nan,1.0,nan,nan,nan,nan,2.0,nan,20.5,-3.4,-6.06,20.5,6.95,241.0,0.0281,0.0312,0.0339,40.0,51.0,58.0
nan,,0.775,0.9964175,nan,1.0,nan,nan,nan,nan,2.0,nan,20.4,-3.27,-5.92,20.4,6.76,241.0,0.0279,0.0309,0.0334,40.0,51.0,58.0
nan,,0.846,1.0990622,nan,1.0,nan,nan,nan,nan,2.0,nan,19.1,-3.39,-6.41,19.1,7.25,242.0,0.0249,0.0277,0.0309,37.0,48.0,56.0
nan,,0.777,0.9993089,nan,1.0,nan,nan,nan,nan,2.0,nan,19.9,-3.54,-6.23,19.9,7.16,240.0,0.0267,0.0297,0.0327,38.0,50.0,57.0
